,Class,Email Raw Text
352,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
353,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
354,ham,"Merry Christmas to you too babe, i love ya *kisses*"
355,ham,Where are the garage keys? They aren't on the bookshelf
356,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
357,ham,First answer my question.
358,ham,Sindu got job in birla soft ..
359,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
360,spam,100 dating service cal;l 09064012103 box334sk38ch
361,ham,U should have made an appointment
362,ham,I'll be late...
363,ham,So ü pay first lar... Then when is da stock comin...
364,ham,Kallis wont bat in 2nd innings.
365,ham,Will purchase d stuff today and mail to you. Do you have a po box number?
366,ham,meet you in corporation st outside gap … you can see how my mind is working!
367,ham,Good words.... But words may leave u in dismay many times.
368,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
369,ham,10 min later k...
370,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
371,ham,Ya even those cookies have jelly on them
372,spam,You have an important customer service announcement from PREMIER.
373,spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
374,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
375,ham,Is that seriously how you spell his name?
376,ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
377,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
378,ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
379,ham,Ha ha ha good joke. Girls are situation seekers.
380,spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
381,ham,Does not operate after  &lt;#&gt;  or what
382,ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
383,ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
384,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
385,ham,I'm really not up to it still tonight babe
386,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
387,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
388,ham,When can ü come out?
389,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
390,ham,U calling me right? Call my hand phone...
391,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
392,ham,I wont get concentration dear you know you are my mind and everything :-)
393,ham,"I'd say that's a good sign but, well, you know my track record at reading women"
394,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
395,ham,Oh k...i'm watching here:)
396,ham,Also are you bringing galileo or dobby
397,ham,I‘m going to try for 2 months ha ha only joking
398,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
399,ham,So why didnt you holla?
400,ham,You were supposed to wake ME up &gt;:(
401,ham,My sister cleared two round in birla soft yesterday.
402,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
403,ham,Okie...
404,ham,I called and said all to him:)then he have to choose this future.
405,ham,U still going to the mall?
406,ham,I am taking half day leave bec i am not well
407,ham,They don't put that stuff on the roads to keep it from getting slippery over there?
408,ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
409,ham,Siva is in hostel aha:-.
410,ham,Probably gonna swing by in a wee bit
411,ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
412,ham,"Found it, ENC  &lt;#&gt; , where you at?"
413,ham,Ok i msg u b4 i leave my house.
414,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
415,ham,Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?
416,ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
417,ham,Dear how is chechi. Did you talk to her
418,ham,Or ill be a little closer like at the bus stop on the same street
419,ham,Cant think of anyone with * spare room off * top of my head
420,ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
421,ham,"Aight yo, dats straight dogg"
422,ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
423,ham,You should change your fb to jaykwon thuglyfe falconerf
424,ham,"I'm back, lemme know when you're ready"
425,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
426,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
427,ham,"Sorry, I'll call later ok bye"
428,ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
429,ham,"K, can I pick up another 8th when you're done?"
430,ham,I had askd u a question some hours before. Its answer
431,spam,hanks lotsly!
432,ham,Hey company elama po mudyadhu.
433,ham,By monday next week. Give me the full gist
434,ham,Mum ask ü to buy food home...
435,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
436,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
437,ham,Ho ho - big belly laugh! See ya tomo
438,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
439,ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
440,spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
441,ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
442,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
443,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
444,ham,"Haha awesome, be there in a minute"
445,ham,K..k:)where are you?how did you performed?
446,ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
447,ham,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
448,ham,If u sending her home first it's ok lor. I'm not ready yet.
449,ham,Quite late lar... Ard 12 anyway i wun b drivin...
450,ham,No da if you run that it activate the full version da.
451,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
452,ham,Yup... From what i remb... I think should be can book... 
453,ham,Keep my payasam there if rinu brings
454,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
455,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
456,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
457,ham,Tomarrow final hearing on my laptop case so i cant.
458,ham,Wish i were with you now!
459,ham,Gud mrng dear hav a nice day
460,ham,"Nah I don't think he goes to usf, he lives around here though"
461,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
462,ham,"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy"
463,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
464,ham,Love you aathi..love u lot..
465,ham,I am in office:)whats the matter..msg me now.i will call you at break:).
466,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
467,ham,Text her. If she doesnt reply let me know so i can have her log in
468,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
469,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
470,ham,He also knows about lunch menu only da. . I know
471,spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
472,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
473,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
474,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
475,ham,Gud mrng dear have a nice day
476,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
477,ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
478,ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
479,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
480,ham,I'm home.
481,ham,Ok anyway no need to change with what you said
482,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
483,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
484,ham,"I am real, baby! I want to bring out your inner tigress..."
485,ham,"Almost there, see u in a sec"
486,ham,No objection. My bf not coming.
487,ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
488,spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
489,ham,Were gonna go get some tacos
490,ham,On the road so cant txt
491,ham,"Not really dude, have no friends i'm afraid :("
492,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
493,ham,Was the farm open?
494,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
495,ham,Oh ok no prob..
496,ham,Let me know when you've got the money so carlos can make the call
497,ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
498,ham,How much r ü willing to pay?
499,ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
500,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
501,ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
502,ham,I am great! How are you?
503,spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
504,ham,Tell them the drug dealer's getting impatient
505,ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
506,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
507,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
508,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
509,ham,All done? All handed in? Celebrations in full swing yet?
510,ham,Dear reached railway. What happen to you
511,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
512,ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
513,ham,Sorry me going home first... Daddy come fetch ü later...
514,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
515,ham,I like you peoples very much:) but am very shy pa.
516,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
517,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
518,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
519,ham,Have you finished work yet? :)
520,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
521,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
522,ham,You could have seen me..i did't recognise you Face.:)
523,ham,"sure, but make sure he knows we ain't smokin yet"
524,ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
525,ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
526,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
527,ham,Have a good evening! Ttyl
528,ham,Thanks for looking out for me. I really appreciate.
529,ham,Just sleeping..and surfing
530,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
531,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
532,ham,Ok i am on the way to home hi hi
533,ham,Hey. You got any mail?
534,ham,"Awesome, I'll see you in a bit"
535,ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
536,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
537,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
538,ham,"Alright, I'll head out in a few minutes, text me where to meet you"
539,ham,Gudnite....tc...practice going on
540,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
541,ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
542,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
543,ham,Yes:)here tv is always available in work place..
544,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
545,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
546,ham,Yes! How is a pretty lady like you single?
547,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
548,ham,Cause I'm not freaky lol
549,ham,Dear we are going to our rubber place
550,ham,"Kate jackson rec center before 7ish, right?"
551,ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
552,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
553,ham,Did you hear about the new Divorce Barbie? It comes with all of Ken's stuff!
554,ham,I asked you to call him now ok
555,ham,"Sorry, I'll call later"
556,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
557,ham,For my family happiness..
558,ham,Be happy there. I will come after noon
559,ham,Ü predict wat time ü'll finish buying?
560,ham,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
561,ham,"I've got  &lt;#&gt; , any way I could pick up?"
562,ham,When ü login dat time... Dad fetching ü home now?
563,ham,Do you know where my lab goggles went
564,ham,Same. Wana plan a trip sometme then
565,ham,Hello! Good week? Fancy a drink or something later?
566,ham,"Coffee cake, i guess..."
567,ham,Surely result will offer:)
568,ham,New car and house for my parents.:)i have only new job in hand:)
569,ham,Fine i miss you very much.
570,ham,Yup
571,spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
572,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
573,ham,How would my ip address test that considering my computer isn't a minecraft server
574,ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
575,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
576,ham,But am going to college pa. What to do. are else ill come there it self. Pa.
577,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
578,ham,"Nah can't help you there, I've never had an iphone"
579,ham,"Sir, Waiting for your mail."
580,ham,"Sorry, I'll call later"
581,ham,"Haha get used to driving to usf man, I know a lot of stoners"
582,spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
583,ham,Then why you not responding
584,ham,Nope i waiting in sch 4 daddy... 
585,ham,Huh so late... Fr dinner?
586,ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
587,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
588,ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
589,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
590,ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
591,ham,U reach orchard already? U wan 2 go buy tickets first?
592,ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
593,spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
594,ham,Ok lar... Joking wif u oni...
595,ham,"Probably gonna be here for a while, see you later tonight &lt;)"
596,ham,Yes baby! We can study all the positions of the kama sutra ;)
597,ham,Need a coffee run tomo?Can't believe it's that time of week already
598,ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?
599,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
600,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
601,ham,Prabha..i'm soryda..realy..frm heart i'm sory
602,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
603,ham,Wat uniform? In where get?
604,ham,He is a womdarfull actor
605,ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
606,ham,Unless it's a situation where YOU GO GURL would be more appropriate
607,ham,There are many company. Tell me the language.
608,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
609,ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
610,ham,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
611,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
612,ham,Yes..gauti and sehwag out of odi series.
613,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...
614,ham,Maybe i could get book out tomo then return it immediately ..? Or something.
615,ham,Watching telugu movie..wat abt u?
616,ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
617,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
618,ham,Have a good evening! Ttyl
619,ham,How long does applebees fucking take
620,ham,K I'll be there before 4.
621,ham,S'fine. Anytime. All the best with it.
622,spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
623,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
624,ham,Did u got that persons story
625,ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
626,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
627,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
628,ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
629,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
630,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
631,ham,Ugh I don't wanna get out of bed. It's so warm.
632,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
633,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
634,ham,Today is song dedicated day.. Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
635,ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo"
636,ham,Ha ha cool cool chikku chikku:-):-DB-)
637,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
638,spam,Finally the match heading towards draw as your prediction.
639,spam,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
640,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
641,spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
642,ham,Where's my boytoy? I miss you ... What happened?
643,ham,I'm leaving my house now...
644,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
645,ham,Jay says that you're a double-faggot
646,ham,One small prestige problem now.
647,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
648,ham,Oooh bed ridden ey? What are YOU thinking of?
649,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
650,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
651,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
652,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
653,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
654,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
655,ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
656,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
657,ham,Gimme a few was  &lt;#&gt;  minutes ago
658,ham,Tired. I haven't slept well the past few nights.
659,ham,Spoons it is then okay?
660,ham,What's the significance?
661,ham,Tension ah?what machi?any problem?
662,ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
663,ham,Where are you?when wil you reach here?
664,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
665,ham,K. Did you call me just now ah? 
666,ham,Hey leave it. not a big deal:-) take care.
667,ham,Please don't text me anymore. I have nothing else to say.
668,ham,Yes:)from last week itself i'm taking live call.
669,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
670,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
671,ham,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
672,ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
673,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
674,ham,Ok. There may be a free gym about.
675,ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
676,ham,Easy ah?sen got selected means its good..
677,ham,Ok that's great thanx a lot.
678,ham,Going on nothing great.bye
679,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
680,spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
681,ham,"Alright omw, gotta change my order to a half8th"
682,ham,Ok i am on the way to railway
683,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
684,ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
685,ham,Finished class where are you.
686,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
687,spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
688,ham,Gud mrng dear hav a nice day
689,ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
690,ham,You got called a tool?
691,ham,Lol ok your forgiven :)
692,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
693,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
694,ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
695,ham,I have printed it oh. So  &lt;#&gt;  come upstairs
696,ham,Would really appreciate if you call me. Just need someone to talk to.
697,ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
698,ham,Aaooooright are you at work?
699,ham,Ahhh. Work. I vaguely remember that! What does it feel like? Lol
700,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx
701,ham,What time you coming down later? 
702,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
