0_cx_img	1_cy_img	2_area_img	3_perim_img	4_hulls_img	5_cx_g1	6_cy_g1	7_area_g1	8_perim_g1	9_hulls_g1	10_cx_g2	11_cy_g2	12_area_g2	13_perim_g2	14_hulls_g2	15_cx_g3	16_cy_g3	17_area_g3	18_perim_g3	19_hulls_g3	20_cx_g4	21_cy_g4	22_area_g4	23_perim_g4	24_hulls_g4	25_class
1705.2	599.4889	16069.1778	390.9929	45	1806.4089	616.3057	12730.8836	158.0641	494	1625.5726	636.2989	18728.2989	210.4833	358	1794.6023	545.2159	1836.5057	248.7869	88	2063.75	613.2778	699.6111	145.1617	36	F
1143.2391	846.4348	2799.7717	238.0391	46	1166.1134	925.2	1543.8851	150.865	335	1183.3789	848.6087	1858.9301	149.784	322	1171.6351	851.2297	955.3649	186.7059	74	1201.175	921.975	557.675	126.1826	40	F
1077.4595	735.7568	4568.0	291.003	37	987.4512	729.2967	2161.9207	165.3914	246	960.5045	749.8209	1308.691	124.7835	335	878.3594	645.7969	1513.0781	219.0732	64	866.8857	642.5714	475.0714	113.3853	35	F
800.6957	493.0	18894.4348	474.8827	23	763.5255	546.4184	3311.5689	198.8211	196	800.781	602.6934	1633.3668	141.6171	274	741.7069	525.7241	2069.931	268.3754	58	879.2759	566.5862	533.6552	121.9333	29	F
1203.1463	597.6098	41318.7195	353.1736	41	1312.7424	795.3818	4154.9303	161.0712	330	1444.5373	940.908	3222.6555	160.3771	402	1268.493	881.5775	2504.4225	239.9587	71	1336.0217	907.8043	1618.7065	196.8944	46	F
987.7857	945.8571	35624.5	442.1378	42	1199.1551	1046.6787	2746.5921	153.3	445	1223.679	818.2598	2945.8002	152.0347	458	1193.5309	789.2222	3061.642	270.401	81	1278.3585	769.1509	706.5	132.4651	53	F
1081.0385	625.2308	42862.2692	726.4782	26	1282.3562	632.7768	4084.0322	213.5566	233	1102.2884	730.7063	1715.9339	149.9358	378	1306.5102	740.5918	3016.7347	284.3399	98	1222.7593	657.3333	470.3426	109.7152	54	F
1136.5217	723.8261	49381.0217	616.8293	23	1204.1884	730.1302	2596.5665	169.2767	361	1126.3702	693.6906	2503.7072	168.2661	362	1160.1683	620.6139	3059.1683	291.0765	101	1069.1017	575.2881	520.4322	110.7789	59	F
1289.1429	738.4643	4952.0357	270.4538	28	1084.879	837.7102	1459.0525	150.8237	314	1248.1885	1008.1776	1118.4973	134.5653	366	1320.807	769.0877	761.5	166.5302	57	1256.0769	851.9615	426.3654	109.7043	26	F
933.9444	686.6667	83135.4722	895.7921	18	1271.3626	883.1868	3002.2747	169.9629	364	1004.5923	889.0871	5256.6934	208.2737	287	1011.7881	820.8475	3243.3008	310.4889	118	1021.9643	829.0536	634.4196	126.4109	56	F
1322.9583	845.4583	23559.6667	458.7056	24	1500.6379	1066.8971	3254.4671	179.6511	243	1492.4266	900.4014	1075.1273	117.1564	436	1425.9219	887.9219	1146.2812	190.4598	64	1397.4286	891.8776	445.2143	109.0876	49	F
1662.8519	925.1111	3509.6852	239.9917	27	1637.8989	821.5638	773.2806	113.1388	376	1684.7115	852.3202	1495.4941	169.2375	253	1688.9412	827.0588	1049.3529	206.1529	51	1733.5	907.125	478.1875	114.6674	24	F
1414.8378	855.5405	4620.473	258.7382	37	1258.2975	902.8182	1596.688	156.3006	242	1105.3813	761.2062	1698.6615	154.8503	257	1225.8696	807.6304	849.4239	153.5713	46	1181.9583	763.2708	656.4479	143.7292	48	F
987.4643	506.3929	27668.0893	383.7857	28	1386.5113	523.7104	4028.2353	194.6303	221	1122.8672	653.4553	1491.4593	130.9177	369	1267.7467	591.56	2515.66	267.7344	75	1123.725	544.625	435.3625	107.0339	40	F
1167.0741	705.5556	1243.1111	137.4938	27	1234.3422	811.3232	757.6806	127.9122	263	1221.9064	810.9699	701.6204	117.9231	299	1173.7556	686.9556	760.1	173.617	45	1312.1538	821.7692	338.6538	96.2402	13	F
1157.75	1102.0	16188.325	419.7665	40	1290.9048	991.8403	2633.3557	162.9014	357	995.5578	850.3422	2426.4611	148.3969	450	1140.413	837.9457	1553.5326	233.4621	92	1228.3462	944.8846	908.2212	156.2934	52	F
1204.6552	531.3103	1473.0	163.6685	29	1347.2135	577.6433	1081.6938	138.9442	356	1162.8586	681.0916	1057.5131	131.7352	382	1110.6596	570.9787	1835.8404	227.217	47	966.9444	494.1667	371.0556	97.3698	18	F
1725.1379	616.5172	42066.2586	598.4465	29	1439.5821	677.9652	4729.6318	223.3018	201	1346.9597	640.5617	1671.4635	135.1984	397	1505.7087	584.6117	1458.1456	223.0433	103	1442.918	628.1639	717.9426	129.4849	61	F
796.4762	642.9524	35507.1667	606.5691	21	777.2588	684.1623	2645.0526	181.9263	228	805.2344	693.7225	3634.7967	200.164	209	814.0353	645.5059	3271.0471	334.7048	85	923.5	712.5	448.9265	106.6364	34	F
900.5833	778.2083	71355.2292	806.1219	24	1339.5546	953.8227	2458.9969	141.0633	485	1099.0883	779.0684	5805.5897	192.7489	351	1207.1029	819.7279	1481.3971	229.9812	136	1360.5	852.75	519.1471	119.7101	68	F
1268.2	871.5	106554.125	1089.603	20	1651.5142	1156.9194	2935.0163	166.1813	459	1155.969	1008.531	6640.5362	212.3531	290	1433.0075	1063.2313	6382.7836	355.9916	134	1656.4643	1151.4643	418.1071	103.2641	56	F
1002.8649	787.6216	28697.1081	571.115	37	1110.9873	835.8949	4593.7596	196.8845	314	921.6308	792.1034	1873.6002	149.3174	474	956.3398	704.068	2075.6942	214.1844	103	1110.475	625.3	465.2625	112.0623	40	F
1089.7778	600.0444	1656.8333	152.5746	45	1008.9621	544.6851	1071.2274	144.8319	343	975.0701	626.3323	1123.4573	135.5393	328	1022.9672	546.3607	1140.582	192.6134	61	910.6087	513.5217	375.413	102.6486	23	F
1384.92	731.64	6426.04	280.2362	25	1318.5598	782.1313	1582.1834	169.3664	259	1167.0825	713.5979	1359.2732	128.5039	291	1367.9206	713.4127	970.1746	186.7129	63	1383.4483	730.2069	641.431	130.5072	29	F
889.1923	779.3462	31534.3462	522.9087	26	989.0299	856.0233	2362.6495	159.5834	301	985.4956	860.5982	2239.6056	159.5291	341	1062.798	900.9192	2200.8788	259.9878	99	1134.3256	944.2791	503.0814	115.1411	43	F
1359.973	866.7297	15852.3649	361.4472	37	1324.9661	853.3333	2354.8602	170.8431	354	1301.5889	785.4475	1725.4325	127.7046	467	1256.127	657.746	1974.9048	241.3975	63	1451.3333	717.3333	1054.8194	170.7377	36	F
558.9643	702.1786	3014.4821	219.91	28	909.9819	805.3949	1571.0779	158.938	276	823.8096	840.6216	762.0447	115.8818	436	619.6889	685.8444	1676.6444	219.7367	45	872.3889	760.0	354.1389	95.6129	18	F
1143.0952	583.4762	863.8095	134.4667	21	1148.7903	659.2247	719.97	130.068	267	1423.9922	774.6891	533.8446	121.3894	386	1139.4286	483.9286	465.8393	123.5303	28	1322.7143	640.619	367.4286	104.6962	21	F
829.2857	721.0	75738.8214	747.4968	14	1006.6709	856.3734	5177.7816	239.0456	158	1013.2472	824.9631	1643.7713	132.7884	352	987.699	790.7767	1632.199	222.2429	103	957.5	802.4219	507.6875	114.0958	64	F
858.3	769.8667	46557.1333	625.4252	30	1192.0277	709.3668	3747.0606	180.8948	289	1020.2239	715.5644	2745.9294	179.8614	326	1125.25	668.13	3113.475	297.9655	100	1127.1	661.4667	431.7583	103.731	60	F
1411.1053	606.1053	1677.1579	168.0136	19	1564.5595	808.9119	872.5066	130.777	227	1592.9004	763.0498	697.7598	117.3447	281	1477.0303	632.1212	686.197	166.7929	33	1192.6111	560.0	406.0	104.4252	18	F
1472.5946	845.4054	19985.9595	400.5858	37	1552.7908	966.4686	3827.659	203.2696	239	1324.475	768.9667	1936.0597	147.7966	360	1412.3962	689.8868	1425.6462	213.3424	106	1470.0	696.9114	588.3861	120.48	79	F
780.8857	434.9143	3636.3	273.5645	35	812.4895	566.2947	1082.7776	122.0627	380	778.098	676.451	2758.2039	180.5405	255	731.7875	447.7875	2076.5563	239.3443	80	823.4857	424.6571	379.6429	102.5751	35	F
1155.0	625.0	203260.7143	1274.903	14	1252.9554	843.9061	1963.3955	142.9931	426	960.0254	624.5471	7819.6594	196.1533	276	1180.3932	669.1795	2218.9615	257.1344	117	1206.4868	681.2237	682.875	132.1538	76	F
998.7308	909.5385	6313.6538	345.6158	26	887.3397	752.0064	2557.2468	206.1328	156	870.8486	942.4789	1077.2254	125.3202	284	1081.3766	965.8831	795.8896	173.2697	77	1107.6757	981.2162	440.7432	101.7026	37	F
936.2	772.9	16013.3375	341.1628	40	1086.0831	918.3077	1651.8231	145.1337	325	932.4722	809.7882	3136.5451	180.6876	288	1023.9873	842.9494	1303.8797	221.4738	79	1166.9756	910.0976	413.0122	107.4923	41	F
670.3333	552.7143	9289.5952	370.3363	21	722.0124	516.5466	1712.9068	159.8259	161	592.2191	570.5112	1866.0618	162.1467	178	677.3704	520.8519	885.4259	170.1905	54	664.725	455.8	411.4125	98.262	40	F
1144.4706	979.0588	103317.7941	961.3353	17	1191.0	1029.1559	5065.9506	207.403	263	1254.9684	1216.5558	2081.0437	142.0459	412	1396.4128	1248.1927	2494.6514	256.2182	109	1445.2656	1253.0156	442.9688	103.2157	64	F
1144.9565	778.2609	26696.7174	507.1343	23	1237.8669	824.3571	13366.7224	180.4225	308	1217.3333	831.7841	2022.6238	156.3832	315	1071.3913	788.5652	1348.5543	215.3157	92	1050.8571	756.0238	559.8571	128.0336	42	F
933.875	752.8	5287.475	292.3345	40	959.5312	925.2906	2327.4547	170.5144	320	844.8738	833.6381	1328.7476	129.8518	420	888.2674	802.8721	1129.0349	207.2934	86	906.6486	823.2703	486.1622	112.6413	37	F
804.7931	855.7586	23275.9483	433.0223	29	945.2584	1202.8614	3012.7453	203.2317	267	928.7299	1138.484	1849.5468	143.8502	374	1008.93	1165.99	2542.3	284.509	100	914.8974	1221.1538	406.7179	104.2664	39	F
1921.2	875.8333	43459.1833	489.8393	30	1409.9108	796.4461	4032.1059	210.2904	269	1488.3221	763.3974	2297.0753	148.0071	385	1384.7826	618.5913	1320.513	206.5965	115	1342.8082	676.9178	785.863	135.4782	73	F
1410.6842	624.6316	78116.0263	614.1386	19	1162.1654	794.8421	1720.2168	143.1352	399	1108.1995	693.1284	4249.679	143.6252	366	1196.4301	662.7204	1823.2957	238.6189	93	1107.9706	700.6176	468.1176	112.1359	34	F
1169.0	829.0714	194517.6429	1304.3128	14	1378.0077	918.6804	3335.1778	171.736	388	1201.1483	839.0789	5451.3707	197.1553	317	1344.6126	771.8108	5108.8649	365.6366	111	1375.2754	801.2319	819.0145	142.757	69	F
1018.4615	740.4615	141804.6923	1021.2157	13	1054.7287	876.3217	4256.1105	184.6275	258	1093.9879	860.7221	2787.8792	160.8148	331	1034.7679	812.7857	1859.1786	248.8982	112	945.3151	787.7808	478.8767	112.2169	73	F
1305.0769	987.5	94253.8846	812.7176	26	1293.7019	1096.4865	2172.4855	140.5479	483	1209.6569	972.9672	10521.7135	256.5588	274	1206.8409	937.6818	2974.4924	289.7083	132	1290.6786	991.2857	890.8304	146.6229	56	F
975.6667	696.1429	30470.9286	513.4683	21	1078.7457	865.75	3099.9397	177.9688	232	1053.5618	696.0035	2354.0707	156.6442	283	951.4032	582.2097	1553.1613	210.8992	62	1034.7843	609.4314	558.7745	124.2643	51	F
748.4615	619.7308	9740.8654	322.0392	26	852.4286	572.9643	1541.744	146.1761	252	748.2648	566.2511	2693.5183	167.2406	219	801.9333	584.25	1374.6417	206.1314	60	749.2258	565.3548	459.5484	110.3142	31	F
1045.661	843.6441	6245.9153	317.9073	59	1138.3152	902.3175	1632.1304	131.6673	441	880.4344	691.0406	4249.0375	195.1708	320	994.0625	695.75	2191.15	229.4842	80	1123.9444	668.9444	368.125	98.4008	36	F
816.125	792.1875	4498.0625	324.6601	48	863.8687	721.5227	1378.5884	138.1214	396	763.2548	659.3118	3724.2985	222.4821	263	905.8132	624.7033	1917.7033	238.811	91	1002.4	608.76	428.78	105.0934	25	F
807.5	590.4583	40450.375	541.5221	24	843.9295	513.5771	2782.6454	184.5059	227	878.6649	619.3676	4587.4649	211.0619	185	861.4526	505.4947	2574.0	305.7838	95	890.8718	505.1026	484.0256	108.2921	39	F
518.8	556.75	15635.075	405.0422	20	574.5519	609.4044	1828.5792	162.9251	183	572.6279	599.6744	3024.1822	204.3287	129	595.5147	548.8235	2024.0147	244.6869	68	645.0968	615.3548	415.7419	107.1041	31	F
1116.5714	614.119	4685.2857	260.9411	42	1033.4404	635.2881	1372.6738	154.2875	302	911.2311	535.5	3771.1029	173.2493	238	918.8933	474.64	1539.46	197.6575	75	961.1944	451.0833	420.2222	104.4544	36	F
654.0588	705.6471	16403.3235	410.5947	17	861.0387	724.2254	1227.2782	125.1638	284	756.2882	679.4588	2834.9824	191.825	170	850.5946	643.2162	1425.527	211.9149	74	923.2	682.6	384.1778	96.8834	45	F
1249.75	807.9375	68076.5938	962.2672	16	1556.6484	907.3199	1905.3718	148.3144	347	809.1034	702.8793	7225.8132	253.8136	174	1155.4505	798.4234	2312.1036	281.8906	111	1390.459	892.4098	397.8852	97.6074	61	F
910.0588	899.4118	173738.8529	1303.0028	17	1346.6719	1161.5219	5045.4719	219.3237	320	975.1763	1090.7751	5862.8176	185.8091	329	1100.3008	1056.3233	6134.4286	387.0365	133	1226.1636	1161.6545	600.0909	123.8654	55	F
1147.1429	830.5238	2994.0714	239.8397	42	926.0	794.2751	2232.7642	196.9719	229	979.535	828.8319	1040.9636	122.4597	357	1131.5795	782.7955	1102.3182	196.8541	88	1138.7692	783.5	471.6346	109.7828	26	F
856.5476	698.8571	11736.7381	276.5347	42	977.2814	764.346	1911.0913	156.209	263	1054.7444	858.0677	2927.4586	152.887	266	1016.3704	865.2593	1185.1481	176.214	54	1092.0556	829.5833	772.0139	135.1551	36	F
1404.3889	800.1111	216752.25	1122.4838	18	1277.5341	1022.3494	2703.6687	148.3321	498	971.1577	861.3438	6954.5047	185.6497	317	1331.8783	874.6522	3223.1304	313.6151	115	1224.7714	878.3286	770.5357	145.0741	70	F
1040.0789	498.4737	3036.0921	223.1067	38	1008.1175	784.894	1151.8582	139.531	349	1012.7752	653.9406	1152.8333	140.1514	387	1127.4	450.7	1838.2583	219.7942	60	1192.0645	472.2258	418.6935	102.493	31	F
1621.3478	796.3913	77272.1087	676.5391	23	1814.5869	920.0403	2758.1537	156.5543	397	1503.6832	590.5644	4648.4241	189.78	303	1530.0185	604.5648	1244.6944	224.3492	108	1745.1628	631.5116	466.0872	110.0859	86	F
814.3226	441.7419	4261.0161	237.6692	31	794.559	582.2236	2088.472	179.1495	161	806.8327	583.9551	1077.2735	124.0822	245	850.3396	511.1698	1432.6321	228.0681	53	761.76	418.76	424.74	108.9001	25	F
807.7647	824.1765	114324.9118	776.6097	17	1070.6919	975.5979	2340.0509	157.4377	383	934.1032	782.2323	3767.4145	180.3053	310	1045.6752	858.1624	3682.6667	307.2315	117	1052.1944	908.4306	416.5347	99.4465	72	F
735.7692	674.9615	10787.9808	352.0622	26	889.8378	686.4155	1321.8615	126.5571	296	801.8558	673.1683	2781.5096	173.641	208	859.9577	570.7183	1331.3521	200.3462	71	899.7097	574.6774	383.5806	102.0231	31	F
1355.0889	1044.5333	2826.8	176.0414	45	1432.0214	1180.0143	2039.1369	142.1221	420	1395.4651	1212.7979	898.5894	116.0028	559	1262.8103	953.0	1754.4483	228.8881	58	1305.4	896.5333	833.1	141.3924	30	F
1481.6154	741.3077	554.0	109.4648	13	1427.6504	786.0894	687.6748	119.8144	246	1378.2199	791.0	490.328	107.4423	282	1024.6957	614.3913	479.2826	132.5848	23	1339.95	616.75	331.95	96.9078	20	F
818.2857	825.6122	5647.6224	272.6116	49	949.2389	877.4602	1812.8171	159.2368	339	793.3763	808.6414	1521.154	143.1475	396	949.1385	850.8462	1613.8846	206.6118	65	899.2571	755.6286	408.1857	105.912	35	F
845.9091	658.7273	8777.7955	313.1805	22	765.9375	610.1528	2595.6597	198.4228	144	740.4267	565.7112	1279.4052	131.2316	232	815.2381	557.1746	933.5	173.4987	63	864.9231	589.7692	446.3462	106.4059	26	F
939.5278	770.8889	10346.5972	379.2311	36	931.7312	834.2341	1911.1431	151.4834	346	885.1863	775.3882	1857.1941	163.0965	322	974.6575	645.6027	3010.2877	292.9388	73	965.8158	572.2105	416.6316	101.9966	38	F
1112.913	784.0	70094.7174	731.3617	23	1207.0563	757.2848	3794.2781	182.382	302	935.3994	724.3223	2912.2452	165.3519	363	1039.9717	637.7264	2571.3208	257.8062	106	1094.25	586.7955	467.3977	105.9475	44	F
1787.0714	830.5238	36326.619	544.4861	42	1840.6371	1036.5274	2665.3998	157.096	474	1780.463	822.9321	3288.75	160.988	486	1790.6168	873.2617	3097.1308	251.7712	107	1836.8095	839.0	492.4286	110.694	63	F
1195.5217	835.3913	1468.7174	164.8737	23	1091.8216	899.1599	929.1859	129.8204	269	1257.8844	929.7177	797.3622	126.6188	294	1128.125	861.25	704.375	166.4586	40	1189.1	886.45	571.9	120.6917	20	F
860.2564	782.1538	2413.0128	212.8346	39	835.1754	823.0379	1859.2607	174.6336	211	869.039	888.2432	1005.2372	123.4969	333	995.6	823.1	916.1688	181.5376	80	948.9697	845.7576	423.2727	100.717	33	F
1012.3333	612.0	38615.7917	567.4815	24	1356.0788	839.8364	4577.8818	226.0564	165	1195.2156	802.2695	1643.9401	137.796	334	1297.8488	787.7907	1875.6628	241.6807	86	1299.2308	799.1346	399.625	104.202	52	F
1010.2069	665.0345	12538.3276	389.4657	29	889.2947	626.029	3618.7391	212.6842	207	937.2204	668.4711	1268.7617	118.5974	363	980.0323	628.0645	1738.6774	233.5038	62	977.1944	578.0833	539.0556	120.3447	36	F
1379.2368	806.0789	27556.4079	452.4003	38	1494.3464	1025.3672	2853.5573	167.2629	384	1459.1116	831.4277	2011.8306	141.506	484	1390.8488	726.7326	1635.8779	226.9111	86	1498.3559	748.4576	614.6949	137.6351	59	F
705.8235	500.7647	40550.4706	726.4279	17	846.7936	569.0642	2327.3784	161.9874	218	827.8977	501.6558	2633.9953	184.3923	215	793.3253	425.8313	1917.7289	262.3637	83	809.4043	408.5319	403.3085	99.3505	47	F
1086.4419	597.5349	9865.8372	401.8162	43	1306.3428	671.1728	1947.6501	154.7761	353	946.7993	585.1828	5476.224	185.2529	279	1063.6607	588.1875	1905.9509	256.5619	112	1072.85	576.375	391.7875	99.8504	40	F
771.1538	643.5769	1817.9038	197.8474	26	1169.4896	804.0623	16401.0415	161.976	337	1048.1842	686.3289	14369.1474	142.6126	380	820.641	646.7436	925.141	192.9408	39	717.0	639.4737	381.0789	102.1089	19	F
506.1364	545.4545	52576.6818	549.3389	22	673.322	890.4661	4027.5805	205.5726	236	765.2991	816.4074	2627.5883	162.0048	351	799.413	731.4565	2831.7228	302.0196	92	818.4615	896.5641	796.5385	154.4198	39	F
1329.1429	690.4286	56065.75	587.2018	14	1395.9215	876.0419	3180.911	209.7143	191	1209.358	853.0947	2869.7243	160.7709	243	1263.0494	824.4691	2120.6296	267.938	81	1242.2093	765.2791	500.814	109.1379	43	F
939.25	551.175	6938.875	294.7484	40	1027.5463	816.7292	1253.7268	137.4216	421	757.0245	666.0899	2210.248	192.2545	367	802.193	517.2807	1853.3772	242.0039	57	836.95	476.8	415.6	101.481	40	F
1044.8824	565.8824	57682.2353	648.0301	17	1301.7652	768.1136	3475.8864	197.6902	264	1459.802	850.0165	2648.5198	160.5585	303	1758.8824	886.2101	2503.0714	288.0089	119	1791.1	902.18	458.43	110.2101	50	F
1291.0	862.7714	1951.2143	176.9843	35	1265.9336	1012.5071	1717.1374	169.031	211	1348.8034	993.5621	955.0017	121.9646	290	1263.9737	892.9737	436.6053	117.6693	38	1266.4054	787.4054	486.5946	117.6274	37	F
1321.5435	814.7826	6148.5217	281.9214	46	1490.1192	941.9503	1673.5927	147.7145	302	1108.0671	682.1131	5203.6166	178.3719	283	1174.4719	702.1685	1105.5393	203.8415	89	1140.3784	697.4865	377.473	98.6745	37	F
786.1556	559.4889	7619.2444	247.9824	45	942.8367	512.7806	3040.9413	195.6946	196	906.5296	630.457	1040.2083	118.9469	372	986.7887	568.2113	1765.5845	219.658	71	944.9062	593.0938	335.9375	95.3456	32	F
2096.0513	1016.3333	40779.7179	566.7999	39	2024.2929	1053.619	3620.3333	178.3348	420	1754.7271	735.7076	3893.4172	157.0694	513	1750.887	688.4435	2054.4609	261.6423	115	1949.7976	738.6071	501.131	114.3791	84	F
890.5	769.5	29502.8182	543.0757	22	918.4772	781.2324	2556.2967	165.9245	241	843.9873	827.2712	3010.9661	174.7269	236	899.6882	818.7204	2641.0699	286.4135	93	846.3182	906.2045	516.6705	113.1856	44	F
1056.898	765.8163	13236.5714	374.3659	49	1136.2305	808.9564	3074.7788	162.1644	321	977.3398	724.1022	2889.3135	175.0928	362	1004.5059	658.7882	2498.1176	265.0189	85	946.0345	672.0	546.4483	120.3843	29	F
669.0	588.5385	20022.0385	473.1488	26	828.0329	690.5309	2203.9095	168.1295	243	704.7306	617.7489	3388.6142	169.7906	219	754.6893	550.2621	2305.534	236.6514	103	739.8333	641.8333	531.6167	112.1116	30	F
1210.2353	726.1765	78303.3235	941.5209	17	1338.3542	720.5	4101.3583	198.5148	240	1221.6528	798.513	1967.0168	140.6519	386	1205.8854	754.3333	2200.0	256.9061	96	1125.5082	721.9836	546.7623	117.7679	61	F
949.9524	776.8571	19341.5714	543.8416	21	1315.5882	892.5993	2362.5404	164.6515	272	933.5303	762.942	1297.4274	127.8681	379	958.6615	693.2	1324.6385	218.4912	65	973.3125	703.7292	500.8438	122.0558	48	F
1013.9565	646.3478	33212.2609	507.0573	23	1000.1595	701.9655	2059.1983	145.2992	232	1047.2808	583.0049	3290.9606	168.4197	203	952.8514	549.3919	1216.0878	177.1883	74	926.7727	539.5909	537.7614	115.7786	44	F
