,File,Phrase
101,noisy_data/170.png,"There exist several methods to design forms with fie
instance, fields may be surrounded by bounding boxes, £
guiding rulers. These methods specify where to write 21
the effect of skew and overlapping with other parts of t
can be located on a separate sheet of paper that is loc
they can be printed directly on the form. The use of guii
is much better from the point of view of the quality of t
requies giving more instructions and, more importantly,
where this type of acquisition is used. Guiding rulers p
more commonly used for this reason. . Light rectangles
easily with filters than dark lines whenever the handw1
rulers. Nevertheless, other practical issues must be tai
best way to print these light rectangles is in a different ¢
however, this approach is more expensive that printin,
black-and-white laser printers, A more economical anc"
102,noisy_data/132.png,"There are sever,

eliminating
The mean

OL classic spaty;
or

high frequency pois
‘Stlter, the median filter
opening filter-ore Frequently useg
“isa lowpass o

ates the median of th
for each pimet, thereby reducing +

Finally, the pening closing filte
, POTPhOLogical Filter that combines"
103,noisy_data/209.png,"There exist several methods to design forn
filled in. For inovence, fields may be surr<
by Light rectangles or by guiding rulere. Tr
where to write and, therefore, minimize the «
with other parte of the form. These guides <
separate aheet of paper that io located belov
be printed directly on the form. The use of
sheet is much better from the point of view ¢
ecanned image, but requires giving more inatz
restricts its use te taske where this type of
Guiding rulere printed on the form are more «
reascn. Light rectangles can be removed more
than dark lines whenever the handwritten text
Nevertheless, other practical ieeues must be
The beat vay to print these light rectanglea"
104,noisy_data/204.png,"mere are saveral classic apattal filters

nigh frequency noses from moder The mean }
rg the closing opening frien ore freqientlt
ce toupass or emvothing Setter that replace
tin the nesghborhood-meany Tt reduces the '
vee twage edges. The maacan f$10er colculatt
piael neighborhood for each pisel, theredy 7
Byfect. Finally, the opanéng closing filter
falter that combines the same numberof eros
nae order to eaminate small 00]5°)

o train a neural netuor

rh

operatic
The motn gool was t
to obsoin a clean image from © MOved one.
Ty uas mich easter to, obtain & simulated not!
ose than to clean ‘g-oubaet of notsy tmages-
ore hated nosoy images fortous this scheme:"
105,noisy_data/35.png,"sre exist several ‘methods #2 design forms with fields to

ficlds may be sure unded by nding bores, bY fight recon
to write 30d. therefore, miniize the

fides can BE located on 2%

methods speoly

t the form. These ef
js located below the form oF can be pri inted directly 0” the fo.
sheet 5 much better fom from the paint of view of the quality
d, more ia restricts
form are”

used. Guide wrt
sly with filters tt

Ther

 

gis can be remov
15. ails athe
is ina diflen

handwritten text rouches the rl
pest way (0 rin ese Hi etn?"
106,noisy_data/135.png,"There are several classic spatia
or eliminating high frequency nois
mean filter, the median filter and
filter are frequently used+, The me
lowpass or smoothing filter that re
with the neighborhood mean.

blurs the image edg
es the median of the
thereby reducing tl
g filter
mbines

values
“image noise but
filter calculat
for each pixel,
Finally, the opening closin
morphological filter that co"
107,noisy_data/93.png,"There are several classic sp:

 

ial filters
eliminating high frequency noise from it

filter, the median filter and the closing ¢
frequently used. The mean filter is a lowp
filter that replaces the pixel values with t
mean. It reduces the image noise but blurs
The median filter calculates the median o
borhood for each pixel, thereby reducing tl
Finally, the opening closing filter is a mi:
phological filter that combines the same 1
and dilation morphological operations in ¢"
108,noisy_data/110.png,"There exist several methods to design fo:
be filled in For instance, fields may be surre
ing boxes, by light rectangles or by guiding rv

ods specify where to write and, thereforé, 1
of skew and overlapping with other parts ol

~ guides can ibe located on a separate sheet
located below the form or they can be print
form. The use of guides on 2 separate she
from the point of view of the quality of th
but requires giving more instructions and, |
restricts its use to tasks where this'tyPe ofa

- ."
109,noisy_data/68.png,
110,noisy_data/141.png,"There are several classic spatia
or eliminating high frequency noise
mean filter, the median filter and
filter are frequently used. The me
lowpass or smoothing filter that re
values with the neighborhood mean.
image noise but blurs the image ed£
filter calculates the median of the
for each pixel, thereby reducing tt
Finally, the opening closin& filter
morphological filter that combines"
111,noisy_data/62.png,"gn foras vith 13
ding bores, |
re to write

ther parts of

eral ceftods 1° desi
ins taace, fields aay be ‘surrounded by boul
These aethods specify

guiding rulers:
os and over opping VitD
rate aboot of paper The) © lo
yy on the Lore ‘the vse of |
quality 0

There exist 90v'

  

are

easily vith filters"
112,noisy_data/12.png,"‘Phere ave several classic splia fers for reductag or elimin
foom images. The mean filer, te median filler and the closing ©
vied, ‘The mean filter is @ loupass oF smoothing filter Ural rep
the neighborbord-wran, Tt reves the image noise bul blurs the
‘fiber eatealates the miedan of the pixel neighborhood for each }
Blurring effect” Finally, Ureopendg closing {flier is.0 mathers
thal combines the some nanuber of eresion ‘and dilation morpho
to eliminate amoll objects from images.

‘The mein goal was to trsan a neural nelwork in a supervisce
image froma o noisy one, In Uis particular cose, il was rach et
naisy image from « clean one Uhan Lo clean. a subset of noisy"
113,noisy_data/65.png,"There exist sovera “ettods to design tors vith fi
instance, fields Say be surrounded by

Guiding rulers, 860 nethods
the effect of i"
114,noisy_data/32.png,"ere exist sevel methods 1 jesign forms with field to
fjelds may rounded YY poundi ty light rectangles

meth where £2 ute and minimize effo.
with other parts of the form These be Jocated 0"" 2 st
& Iocated below the form or they ate ly on the fo
separate sheet much better fro! point af the quality
requires ivi more instru is and, more tly, estricts
type of isitlon Guiding > printed 07 the form are""
reasoe- Light rec ngies ca"" be remo m ally with filters th
pandwniten text touch the cules veyarthelesss ote i

account he vest to print these rectangles jn offer"
115,noisy_data/210.png,
116,noisy_data/56.png,"There exist several methods to destgn forms with fu
anstance, fields may be surrounded by hounding ‘bezes,
guiding rulers, These wethods specify chere to write
the effect of skev and overlapping vith other parts of
can be located on a separate sheet of paper that is lo
they can be printed directly on the form. The use of
is mich detter from the point of view of the quality 0
requires giving more instructions and, more teportantl
tasks uhere this type of cequisition is used. Guiding
are more commoniy used for thts reason. Light rectong

easily with filtero than dark lines whenever the handw"
117,noisy_data/183.png,of the
118,noisy_data/174.png,Order to eliminate smai) objec
119,noisy_data/113.png,"restricts its use to t

- a *

yeral methods to design fo
fields may be surrt
les or by guiding r
d, therefore, 7
her parts of

There exist Se
be filled in. For instance,
ing boxes, by light rectangl
‘ods specify where to write an

. of skew and overlapping with ot!
* guides can be located-on

located below the form or
form, The usé of guides on 4 separate she
from the point of view of the quality of th
but requires giving more instructions and,

‘asks where this type ofa

they can be print

a separate sheet"
120,noisy_data/116.png,"There exist several Methods to design fo
be filled in. For instance, fields may be surn
ing boxes, by light rectangles or by guiding ry
ods Specify where to write and, therefore,

+
restricts its use to tasks where this type of a"
121,noisy_data/140.png,"There exist several methods to d
fields to be filled in. For instar-
be surrounded by bounding boxes, bj
or by guiding rulers. These methoc
to write and, therefore, minimize t
‘and overlapping with other parts of
- guides ‘can be located on a separate
that is located below the form or t
directly on the form. The use of ¢
sheet is much better from the point
quality of the, scanned image, but 1"
122,noisy_data/126.png,"There are several classve spatic
or eliminating high frequency nots
The mean filter, the medtan filter
opening filter are frequently used
is a Loupass or smoothing filter t
picel values with the neighborhood
the image noise but blurs the imag
falter calculates the -median of th’
for each piel, theredy reducing t

| Finally, the opening closing filte
morphological felter that combines"
123,noisy_data/117.png,"everal classic spatial filters for
from images-

cy noise

the image &
ixel neigh ="
124,noisy_data/3.png,"filters jor reducing oF ekanin
median filler and the cloning o

lowpass or smootiing fier that rep
the neighborhood mean. It reduces the ‘mage noise but blurs the

filter calculates the median OF the pitel neighbascod for each i
Vrring effect, Finally, the OMening closing filttirss a mathe

‘I erosion and dilation ‘morpho
jects from images, f

‘us to.train @ neural ng
Timage from a noisy one. fy

| Malsy mage from a clean

in filler is @

twit LN bupervisen
I cst. wis much eq
than to clean a ‘sulnist Of noisy

t Ukis particulay
one"
125,noisy_data/87.png,"The thedian
‘ bothood for

 

the i SINE filter isa
Phological filter that Combines the Si
and dilation

same p
logical Opers

Morphy ations in ¢"
126,noisy_data/51.png,"There are several classic spatial filters for reduc
frequency noise from rnages. The mean filter, the med
opening falter are frequently used, The ween filter +
filter that replaces the pizel values with the neighbo
the inage noise but blurs the image edges, The median
of the picel neighborhood for each pizel, thereby redu
Finally, the opening closing filter t9 a aethenatical .
conbines the sane number of erosioncand dilation morph
to eliminate small objects fron tnages.\\ *

The wain goal uas fo trcin a neural network: in a 31
‘4 clecr iaage from a noicy one. In this perfrcular ca"
127,noisy_data/2.png,"There exit several meliog
Jields may be surroundéd byh
methods specify where to wr

 

'o design forms with fields to
uniing bozes, by bight rectangles

rte and, therefore, mamnimize the effe
wilh other parts of te form. Thése guides ean be located on wn

is located blow the forat or they cam be printed directly on the j
© separate sheet ts much better from the point of view of the que
bul requires giving more instructions

and, more émportandly, rst
this ype of eogisihon is used, Ciding rulers printed on the

used for this reason, Light rectangles can be removed more easily
\shenevcr the huntiilten tert touches the rulers. Neverthe less,
be token ints account: The bt way to print these ght rectan,"
128,noisy_data/191.png,"There exist several methods tO design forms with fie
may be currounded By bounding baxes, b

These methods specify where to virite at
the effect of ‘skew and overlapping with other parts of t
can be located on 2 separate sheet of paper that is loci
they can be printed directly on the form. The use of suit
f the quality‘of t

re much better from the point of view ©
requires giving more instructions ‘and, more importantly, |

uhere this type of acquisition IF used. Guiding rulers P
wore commonly used for this e250!
venever the handwt

casily with filters than dark lines whi
rulers. Nevertheless, other practical issues must be tal

best way to print these light rectangles is in a different ¢

instance, fields
guiding rulers._

however, this approach Is more expensive than peiatin,
jnters, A more economical 2n¢

black-and-white laser Pr"
129,noisy_data/90.png,"sic spatial filters

noise frov1 1»
c

‘There are several clas
eliminating igh frequency

filter, the median Alter and the closing
frequently sed. The meae fiver is a lO*P
iter that replaces the pixel values with t
mean. It reduces the mage noise but blurs
The mediaD filter calculates the median ©
porbood for cach pixel. thereby reducing, tl
Finally the opening closin| filter is 2
filter that combi » game 1
logical oper j

 

phological
and dilation morpho"
130,noisy_data/158.png,"‘There exist several meghods to design forms with fi
instance, fields xgey be surrounded by bounding bast
or by guiding rulers. ‘Lhese. methods specify where tc
minimize tbe effect of skew and overlapping with ot
These guides can be located ou a separate sheet of
or Whey can be printed directly on

 

 

below the for:
guides.on -scparate sheet is much better from the

quality, of ibe sdanned image, but requires giving 7
more impdriatitly, restriets ils use to tasks where Ub
is used. Guiding rulers printed on the form are mor
‘this reason. Light rectangles can be removed more e
dark lines whenever the bsndwritrea-text touches the
other practical issues must be-taken into account: T
these light rectangles is ina different color (Le. li
this approach is more expensive than printing gray’ 1"
131,noisy_data/15.png,"od foreach p

‘0 eliminate: su
‘The auain"
132,noisy_data/66.png,
133,noisy_data/89.png,"ethods to desigt
fields may |
Jes or P

eral
jnstance,
, light rectang}
where to write and
verlapping w
Jocated on 2
nor the

“Phere exist sev!
jled in. For

   
  

scanned image,
more importa"
134,noisy_data/114.png,"There are several classic spatial filters for
inating high frequency noise from images. —
the median filter and the closing opening fii,
used. The mean filter is a lowpass or smc |
replaces the pixel values with the neighbort
duces the image noise but blurs the image &
filter calculates the median of the pixel neigh.
pixel, thereby reducing the blurring effect Fi

closing filter is a mathematical morphologic ..
___ bines the same number of erosion and dilat .-
~ operations in order to eliminate small objec: ."
135,noisy_data/131.png,
136,noisy_data/216.png,"There are sever:

al clagsic Spatial filters
high froquescy neice fram 4

and the cloging opening £i:
te a lowpass“or Smoothing
with tho nei ghborhoed me:
the image cdgea.

 

8. The moan {
Lter are frequently
filter that replace
jan: It reducea the i
The median filter calculate
for each pixel, thereby re
the opening closing tilver
#6 the same rimber_of eron{

effect. Finally,
filter that combin

mabaet of n:

oisy imagen.
ed noisy images follows

this ocheme:

aimulat"
137,noisy_data/78.png,"There are $
eliminating high
filter, the median fi

phologict!
and dilation"
138,noisy_data/27.png,"the same numberof ersion anf dia
objects foarimages,

The main goal wes to:traj
image from a 0's one. In this Particular cai
xitvee fom 2 cen one than to clan »

 

5, it as tisch easior
Ibset of AO'Sy images"
139,noisy_data/156.png,
140,noisy_data/155.png,"There exist sevéral methaus to design forms with
For instance, Rlelds may be surcounded by bounding bo:
or by guiding rulers. These methods specify where te
minimise the efeel-of skew and overlappény with ot!
These-guider ean be located on aaeparate shect of pay
the form or they can be printed-direetly on the Jorm.
& sebarute sheet is much better froin the point of vier
scanned image, bul requires giving more instructions a
restricts ity use to tasks where this type.

ral

of acquisin
ars Prited on the form are more commonly weed .
TMelangles can be removed more easily wilh fillers tha
the handwritten lest touches the rulers. Nevertheless,
‘nual be taken into account: The beet way 10 print
18 tn a different color (i.e. light yellow); however,
Canensive than printing qrau rectangles with black-an,"
141,noisy_data/201.png,
142,noisy_data/165.png,
143,noisy_data/45.png,"Se Spatial fers for
mean filter, the m
The mean

NING or elimin
ray 8 the dosing
Ulter is 5 OMDass 0) Smocthing filter t that
Neighborhood MEIN. Tt reduc the image Doise but.
Calculates the median of the pixel Neig
Alect, Final

hematical morpho
dilation Morthoogical operations
‘main goal Was

Hein a SUpervised
ack * S MUch easier
lean one than f noisy images,"
